,DESCRICAO
83177,2023 - A CONQUISTA DA MATEMATICA 6 ANO
83178,PLACA OLECRANO 5 FUROS DIREITA - Lote:2098D15 - Valid:31/12/2049 - Anvisa:10223710112 - Ref.: 6154/04
83179,"LUVA CIRURGICA ESTERIL N°8,0"
83180,Laminas de Reposicao Estilete Cutter Moblik 5UN
83181,MULTIFUNCIONAL BROTHER LASER MONO A4 DCPL5652DN nr.serie U64198L7N624679
83182,TRANSCEIVER COM CABO
83183,PROT ELET ATM 3200 BIV MAN/BIVOLT 6T-10A
83184,PARAFUSO DE BLOQUEIO VA STARDRIVE DE 2.4MM AUTO-ROSQUEANTE COMPRIMENTO 20MM LIG
83185,BIP SONORO BSN-5017
83186,PLACA SMPSV1
83188,"OLEO PARA BOMBA - CHEM, OIL VA"
83189,SC LIXO PTO 100L C/100 GERPLAS
83190,HX0001-08394
83191,MEXERICA
83193,PACOM DPF NOVO BRASAO - PROMASP
83194,ALICATE PARA CORTE DE BARRAS SPAINO
83195,PARAF CANULADO 7X100MM R32
83196,"FIO GUIA DE 1.25 MM COM PONTA ROSQUEADA COM TROCAR, COMPRIMENTO 150 MM, ACO"
83197,ENVELOPE BRANCO 360X260MM CX C/ 100UND
83198,NOVO AKPALO HISTORIA F1 1 2023
83199,2208-2058A #ACETABULO DE PROVA TRIDENT 58
83200,AGUA MINERAL 20 LTS
83201,477-04 - GANCHO GILLES
83202,"ITEM COMPRA: 00014 - CANULA, MATERIAL PVC, TIPO CARDIOPLEGIA ANTEROGRADA"
83203,CABO DE COBRE FLEXÍVEL 70MM CLASSE 5 EPR 0.6/1KV NA COR AZUL
83204,MEL DE ABELHA 250ml
83205,BANANA PRATA
83206,6721-0737 #ACCOLADE II 127 TAMANHO7
83207,OMEPRAZOL 20 MG CX.C/90 CAP
83208,REPOLHO
83209,JANTAR 1 A 2 ANOS SOBREMESA UFSM
83210,COL.PRISMA-MATEM_PNLD_21_V(2 4 5 6)
83211,PARAFUSO DE INTERFERENCIA BIO-
83212,INTEGRA CALIBRADOR HBA1C -  LOTE : 55975902 - Validade : 31/05/2024
83213,FURP-ETAMBUTOL 400 mg comp. REVESTIDO cx. c/ 500 comp.
83214,EQUIPO BOMBA INFUSORA
83215,XELJANZ 5mg FCT 1x60 BTL MOH BR
83217,DIESELB S10
83218,CANETA MARCA TEXTO AZ.
83220,BOBINA IGNICAO - RT NXR 150 BROS 2009 POP1101 2016 //CE 192005241127109////
83221,MINI BOLINHA DE QUEIJO (UNI)
83222,AGUA MINERAL 20 LT
83223,BANANA PRATA
83224,PENGUIN BOOKS - GRUPO CIA DAS LETRAS | ILIADA | Ed: 12013
83225,EQUIPO ARTROBOMBA ACCESS 25 (TUSS: 78412927)
83226,CARNE BOV MAMINHA DA ALCATRA FRIBOI KG
83227,MLTD201LXAZ CARTUCHO DE TONER PRETO 20K PAGINAS
83228,FIO RETRATOR RETRAFLEX 000 C/250CM
83229,Removedor Innovation
83230,5709-006-106 - PLACA BLOQUEADA LPS CLAVICULA EM TIT ESQUERDA 6F
83231,"TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4' X 2' (PLACA + SUPORTE +MODULO).COD SINAPI 7528"
83232,ACCESS FOLATE 2 X 50 TESTES REAGENTE - BECKMAN COULTER
83233,TUBO PVC 100 MM
83234,DESINF LAVANDA TOP BEL 5L
83235,Tijolo ceramico macico
83236,623-10-28G #PROT Q INSERT ACETABULARTRIDENT X3 10G 28 G
83237,CEBOLA CON
83238,Teclado USB Logitech K120 920-004423 ABNT2 Preto
83239,OLEO DIESEL BS S10
83240,EE3000 #SISTEMA ENSITE VELOCITY DE MAPEAMENTO
83242,PROVA SUP ARTDEEP FLEX CR TAM
83243,"CJ PNLD 2023 COLECAO A CONQUISTA VOL 1,4,5 CIE EFAI PROF. 0143P23030 - M 0143P23030"
83244,LEITE UHT INTEGRAL - AURORA - FLEXICAP
83245,CHA CHILENO HIBISCO 20G
83246,LINGUICA CALABRESA (ADE)
83247,1.36.45.32.19.070 - PARAFUSO ESPONJOSO CANULADO O 4.5MM - 70X32.0MM TITANIO
83249,ATENOLOL 25MG CX 30CPR - GENERICO (VITAM)
83250,ABACATE GRANEL
83251,2023 - HISTORIA SOCIEDADE E CIDADANIA 8 ANO
83252,MILHO VERDE EM CONSERVA ODERICH LT 200G
83253,PAPEL TOALHA 20X20 PREMIUM GARDENIA
83254,PIMENTAO VERMELHO
83255,260-02 - AFASTADOR LANGEMBECK DUPLO LADO
83256,CLTC603LXAZ CARTUCHO DE TONER CIANO 10K PAGINAS
83257,ABRACADEIRA HELLERMANN T50L PRETA 4
83258,LABREA 10mg Com Rev - 20bl PVC/alu x 10 (MS)
83259,958200 - ISOLADOR ROLDANA PORCELANA 72X72 DADO
83260,CAT. BALAO STERLING 4F 5X20X135 LOTE:28616037 RASTRO:000003631547
83261,IODETO DE POTASSIO PA ACS
83262,PLACA TIBIAL TESTE TAM 2
83263,ABRACADEIRA DE TUBO 1/1 D9-18 MMN 325(R)
83264,COPO LEIT 050ML C/100 IBRAS
83265,TONER TK-1175 VRI - M2640 - C03/04 (S)
83266,QUIABO
83267,REAGENTE P/ DIAGNOSTICO CLINICO DE VDRL
83268,Agua Tipo mineral sem gas Fornecimento galao 20 Litros
83269,OVOS
83270,CENOURA
83271,PACOM DPF NOVO BRASAO - PROMASP
83272,COPO DESC 300 ML TIRA C/100 UND
83273,LIVRO AJ MAT 5 F1 LA PNLD 23 OB1
83275,DIOSMINA+HESPERIDINA 450+50MG CPR C/60
83276,"PONTEIRA UNIVERSAL COM CAPACIDADE PARA VOLUMES ENTRE 01 E 300 MICROLITROS, AUTOCLAVAVEL, FABRICADA EM POLIPROPILENO NA C"
83277,1120-1000 #GUIA COM RANHURA
83278,BURITI MAIS INTER 3 0091P19363003IL
83279,MELANCIA IN NATURA UNIFRUTAS 1KG
83281,MANTEIGA 500GR
83282,KIT DE MANUTENCAO MPS5501B/5502
83283,HORTIFRUTIGRANJEIROS/ABOBORA
83284,Lacre Espinha de Peixe 23cm Azul
83285,LANT.PISCA D.VW 15180 WORKER
83286,OLEO DIESEL S10 COMUM
83287,UNIDADE DE IMAGEM RICOH MP 501SPF
83288,Estabilizador bivolt Side Laser 5t. 1000vaTI 5379 Rgt Eletronica CX 1 UN
83289,"VERDURA IN NATURA, TIPO ASPARGO. UNIDADE COM 120G"
83290,ALFACE ROXA
83291,BEBIDA LACTEA
83292,"CARNE SUÍNA, PERNIL SEM OSSO"
83293,VAC ULTA 60400
83294,CLOREXIDINA DIGLUCONATO 1% SPRAY
83296,2022-APIS HITORIA 1 ANO ? 2022
83297,FARINHA DE MANDIOCA BRANCA MARTINS 1KG
83298,PAO DE FORMA INTEGRAL PCT 500G. PROGRESSO
83299,HIPOCLORITO DE SODIO 1% HIPERPLUS 5L
83301,"CURVA ELETRODUTO, ANGULACAO DE 90 GRAUS 3/4 POLEGADAS"
83302,"FREZA CANULADA 7,5MM"
83303,ABACAXI
83304,COLA LIQUIDA MTECH
83305,HORTIFRUTIGRANJEIROS/COUVE
83306,"Z319183 - BATERIA RECARREGAVEL PADRAO PRETA DE ION DE LITIO 3,7V PARA PROCESSADOR DE SOM NUCLEUS CP802"
83307,HORTIFRUTIGRANJEIROS/ALFACE
83308,ENHERTU 100MG 1AMP - HOSP                                                        LOTE: 362736 VAL: 01/07/24 MARCA:SANKYO
83309,PARAFUSO ABSORVIVEL DE INTERFERENCIA BIOSCREW 10X25MM LINVATEC TUSS:
83310,Bota PVC Cano Médio Branca Innpro Tam. 43 CA36025
83311,ARARIBA MAIS CIE 7 0299P20032007IL
83312,PACOM DPF NOVO BRASAO - PROMASP
83313,LANCHE ONCOLOGIA
83314,WebCam Business Logitech C920e Full HD 1080p C/ Proteção Privacidade 960-001360
83315,"Papel Termo Sensivel, unidade"
83316,LARANJA PERA
83317,"TRES FUGAS DE HANNAH ARENDT, AS - UMA TIRANIA DA VERDADE --LN-PT-"
83318,DISJUNTOR 2P 50A CURVA C LUKMA
83319,MILHO VERDE EM CONSERVA UNIDADE
83321,"Disco Corte Aco Inox 115mmx1mmx22,23mm"
83322,"ETIQUETA PRETA RECOLETA TUBO 40X0,5CM FOLHA C/100"
83323,CARNE BOVINA DIANTEIRA
83324,"3310 - PARAFUSO ESPONJOSO 6,5 R16 110 MM"
83325,SULFATO DE ZINCO 4MG/ML. 1.000 FRASCOS C/ 100ML
83326,AMOSTRA LABORATORIAL
83327,LOCACAO DE ATIVO IMOBILIZADO CONFORME CONTRATO / PROTOCOLO
83328,PEIXE EM CONSERVA SARDINHA
83329,PLACA HELIX ACP 1 NÍVEL 20 MM HELIX
83330,OLEO GIRASSOL SINHA 900ML
83332,REANIMADOR MANUAL INFANTIL COM RESERVATORIO
83333,BANANA CATURRA
83334,CONDIMENTO ( AÇAFRAO )
83336,PNLD 2023 Obj1 - A Conquista - Historia - LA - 5o ano 0133P23040005LE - L 0133P23040005LE
83337,RICOTA FRESCA RESF. KG
83338,ANCORA SUTURA TWINFIX TI 4.5
83340,SERINGA 05 ML S/AG LUER LOCK C/100 UN - SR
83341,AGUA SANITÁRIA BB 5L - 2°
83342,ESPINAFRE
83343,BANANA PRATA
83346,PE DE BRINCADEIRA PRE ESCOLA 4 E 5 ANOS E 11 MESES
83347,2023 - APOEMA PORTUGUES 7 ANO
83348,ARGAMASSA COLANTE ACII
83349,LEGUME IN NATURA TIPO CEBOLA
83350,CANTONEIRA DE FIXACAO DE TRAVESSA SF80
83351,"SERINGA INSUL DESCARPACK 1ML C/AGULHA 13x4,5 AV*"
83352,02 rolamento motor
83353,SALSA MR. FROESCH
83354,PAO CONGELADO DE SAL
83355,REFEICAO
83356,SABAO EM PO KLIP 1KG
83357,Talabarte 'Y' fita abs gancho 55mm Top6305 Top Cintos
83358,ÓLEO 90 LITRO
83360,BRITA Nº1
83361,"PARAFUSO ACETABULO PLASMAFIT. 6,5X32MM SW3,5"
83362,DUCHA HIGIENICA PLASTICA COM REGISTRO METELICO 1/2'
83363,BISCOITO CHAMPAGNE
83364,"Grafite para lapiseira Faber Castell 0,5mm 2B 12UN"
83365,QUEIJO COALHO ALAMI KG
83366,PEN DRIVE SANDISK CRUZER BLADE DE 16GB USB 2.0
83367,"MUN CBC O 7,62X51 COMUM M1 EX.BR"
83368,ART.ORTOP.MOLD.P/IMOB.BRANCO 08CM X 2M.
83369,BANQUETA FIXA 70 CMS
83370,LAMPADA 2 POLOS 12V 21W/5W
83371,LARANJA
83372,OLEO REFINADO DE SOJA - ACOND.: C - EANTrib.: 7896334200550
83373,PAO REDONDO 50g. PROGRESSO
83374,PNLD2021 MULTIV MAT. - VOL6 - ESTATISTICA E PROBAB. - AL
83375,TABLETE KJELDAHL C/ 1000
83376,MANGA TOMMY
83377,FILTRO DE COMBUSTIVEL SEPARADOR IVECO 30S13
83378,COADOR DESCARTÁVEL
83379,SEXTAN - ENQUANTO EU RESPIRAR - SOARES 1 Ed 2019
83380,COMP. ACETABULAR ZCA INCLINADO 10o 55X28MM OD
83381,PARAF T45 - CT 100
83382,AGULHA DE ACESSO PEDICULO - PONTA DIAMANTE  - IPAS III
83384,"POLIDIOX 3-0 AG 1/2 CIL 2,6CM-70CM - PDO30MR26G"
83385,TAMPA PROTETORA LL FEMEA
83387,BATENTE DO AMORTECEDOR
83388,2022- PROJETO PRESENTE ARTE 3 ANO
83389,"CANULA DE DEBRIDACAO ATK 5,5X150 CMA - Lote:702/21 - Valid:30/05/2023 - Anvisa:81049370008 - Ref.: V0.55.150.051"
83390,UNIFORME MASCULINO
83391,CADEA PADO 45MM
83392,OCLUSOR ADOII 3MMX6MM
83393,SMART TV 50' 4K
83394,GLICOSE DE MILHO FRASCO 350G
83395,LUVA DE PROC. LATEX TAM P C/ PO CX C/100
83396,ANCORA SUTURA TWINFIX ULTR 4.5
83397,SAL LEBRE REFINADO
83398,CHUCHU
83399,HORTIFRUTIGRANJEIROS/COUVE
83400,MOUSE USB OPTICO CLASSIC    MO300 PT      MULTILASER
83401,OVO VERMELHO _ DZ
83402,3ALCOOL 70 LIQUIDO SUPERVALE 1L
83403,TOKEN G&D
83404,CAPACITOR 3 MF
83405,2102-0457 #RASPA ACETABULAR 57 MM
83406,PARAFUSO DE BLOQUEIO PBA ?2.7x28mm C
83407,BANANA PRATA KG
83408,VASSOURA NYLON C/CABO MOD. MULTIUSO AZUL - BETTANIN 9673C
83409,CLORIDRATO DE PAROXETINA 20MG C/30CPR REVESTIDOS GENERICO
83410,PAL TRICO 16/CR/
83411,Becker forma baixa 25 ml MARCA: PERFECTA
83412,ACUCAR SACHET C/ 1000 UN
83413,PEPINO KG
83414,"CABO 5 X  4,0 MM² 0,6/1,0 KV FLEXIVEL"
83415,PNEU 235/75 R15 PASSEIO
83416,MASSA PARA LASANHA
83417,Melancia
83419,AROMAT AEROSOL 400ML
83420,SONDA ENDOTRAQUEAL COM BALAO N°7.0- VITALGOLD
83422,CA. 40091 OCULOS SEG. EVOLUTION FUME - UNIDADE
83423,MANGUEIRA
83424,"CJ PNLD 2023 COLECAO A CONQUISTA VOL 2,3,5 POR EFAI PROF 0141P23010 - M 0141P23010"
83425,Envelope Saco Foroni Kraft Natural 240x340mm 80g PCT 10UN
83426,OLEO HIDRAULICO (1 LT)
83427,Espiral de Encadernacao Plaspiral Preto 85fls 14mm PCT 100UN
83428,CORE MICRO DRILL
83431,MANGUEIRA PNEUMATICO A UNIVERS
83432,15W40 SEMISSINTETICO OMNICRAFT
83434,"OUTROS/MINI PC INDUSTRIAL ARFO MOD. AR450, PROCESSADOR I5, MEM. 8G"
83435,CANTONEIRA
83437,GESSO EM PO
83438,5550-T-391 #PATELA SIMETRICA 39MMX11MM
83439,Tesoura BRW 21cm Uso Geral
83440,PARAFUSO DE INTERFERENCIA BIO-
83441,PARAFUSO PEDICULAR POL.PEDIMAX II 04.5x40mm
83442,Livros - Anais da Biblioteca Nacional 140.
83443,49 - ACIDO GRAXOS
83444,QUIABO
83445,PACOM DPF NOVO BRASAO - PROMASP
83446,LANTERNA TRAS MARRUA/LE/13..
83447,BISC TP ROSQUINHA COCO PT 400G
83448,PASTA ARQUIVO PLASTIFICADA C/ABAS E ELASTICO 240X345 AMARELA
83449,TONER RICOH AMARELO MPC306ZSPF/307/406/407 6K
83450,OLEO CAMBIO
83451,CRAVO DA INDIA COM 40GRS
83453,ARCH - ANTI HBC G REAG (100T) M/ABBOTT
83454,FRONIUS SYMO 15.0 - Trifasico 3 Brazil 208~240V - com Monito
83455,MELAO
83457,HP W9061MC CARTUCHO DE TONER CIANO 12200 PGS
83458,Chocolate Bis Xtra Oreo 45g - Lacta
83459,FILTRO POLEN
83460,BOLO DE MACAXEIRA
83461,Rúcula
83462,HORTIFRUTIGRANJEIROS/COUVE
83464,0580-1-371 #PROT Q EXETER HASTE FEMORAL V40 37.5 1
83465,PIT MAIS EF 1 E 2 0032P23160022MP
83466,"TINTA 3,6L"
83467,INSTRUMENTAL NAO ARTICULADO NA
83468,GASOLINA COMUM
83469,JANTAR PARCIAL - SC
83470,GUIA DE CORTE INTERCONDILAR TAM. E
83471,SALGADOS DIVERSOS - CX COM 100 UNID
83472,ELATEC TW4N  LEITOR ELATEC TW4N
83473,PARAFUSO ESPONJOSO TI ROSCA TOTAL TAM 6.5MM X 90MM TORX
83474,Cateter Diagnostico  Dynamic XT
83475,VASSOURA CONDOR VARRE MUITO V-9
83476,PLACA ORT MINI MICRO FRAG TITANIO PARA ARTRODESE OSSOS DO PE FORMA RETA 4F DIAM 2.7MM RIGIDA - ITEM 269
83477,PARAFUSO CANULADO 3.5X22MM - Lote:K38480 - Valid:31/12/2049 - Anvisa:10223710062 - Ref.: 3314/07
83479,ARRUELA
83480,LEITE PO KAMBY 400GRS
83481,2023 - EXPEDICOES GEOGRAFICAS 9 ANO
83482,ESTOJO DE RODA
83483,PLACA ENDOBUTTON XTENDOBUTTON
83484,MELANCIA
83485,COMP TIB MET PREC TAM  6
83486,"3026 - PARAFUSO CORTICAL 4,5 X 26 MM - OS"
83487,MILHO VERDE
83489,AGUA SANITARIA 5L CLEAN
83490,Suporte Articulado ELG F160N Pistao a Gas 17 a 35
83491,"SSD KINGSTON A400, 480GB, SATA, LEITURA 500MB/S, GRAVACAO 450MB/S - SA400S37/480G"
83492,CLORIDRATO DE PROMETAZINA 25MG/ML HIPOLABOR
83493,CORREIA 7C9001
83494,LAMPADA P/LANT UNI (67) R5W/24V (SEM GARANTIA)
83495,CLAREADOR FGM 35%
83497,CURVA  RESCAVEL 3/4
83498,SALSICHAO SUINO
83499,BOMBA DE ÁGUA
83500,BATATA PROCESSADA
83501,CONTROLE LIQUICHECK URINA N1/N2 (12 FRS)
83502,"FILTRO DE AR C4 - LX3699 GTIN 7894766579336 TT:(R$0,00)"
83503,AGUA 20 LITROS - UND
83504,ARRUELA - GM - VW - MITSUBISHI
83505,KIT PLATAFORMA/GUINCHEIRO PARA CARRO 3T X 3M
83506,CEBOLA
83508,VÁLVULA DE SERVIÇO
83509,AP 4G MOTOROLA E7 XT2095 32GB CZA DS-C
83510,HORTIFRUTIGRANJEIROS/CHEIRO VERDE
83511,DILATADOR (AMARELO 6.5MM)
83512,"DOCE NAO CONFEITADO,SABOR BANANA"
83513,300 Doces
83514,DIPIRONA SODICA 500MG C/20CPR GENERICO
83515,"GENERICO - QUADRO DE COMANDO 3,0CV TRIF."
83516,RAMPA 41 ALPHA
83517,QUEIJO MUCARELA
83518,Broca De Aco Rapido 3mm
83519,"334363 - VITEK 637 REAGENTE PARA DIAGNÓSTICO CLÍNICO, TIPO: SISTEMA IDENTIFICAÇÃO BIOQUÍMICA, TIPO DE ANÁLISE: SENSIBILI"
83520,PARAFUSO ROSCA MADEIRA MATERIAL AÇO CARBONO TIPO CABEÇA CHATA TIPO FENDA PHILLIPS DIAMENTRO CORPO 6MM COMPRIMENTO 70MM
83521,PATINHO BOV RESF FRIBAL
83522,FITA ISOLANTE 10 MTS C COLA
83523,ABOBORA
83526,PAO DE CACHORRO QUENTE
83527,LIV - APIS MAIS - LINGUA PORTUGUESA - 5o ANO PNLD 2023 AL
83528,"SERINGA INSUL DESCARPACK 1ML C/AGULHA 13x4,5 AV*"
83529,PILHA ALCALINA AAA C/2UN.
83530,PIT MAIS CN4 0022P23030004MP
83531,Memoria Notebook 8 GB DDR4 Processo Pagamento SEI: 23078.565791/2022-34
83532,BARRA RED. MACICA A/C 1020 3/8'' X 6M
83533,BANANA CURUDA
83534,GLP EM BOTIJAO DE 45 KG - ONU 1075 - GLP 2.1
83535,OVO DE GALINHA BRANCO
83536,CREME CORK GREASE
83537,ACIDO FORMICO 98-100. P/ HPLC LICHROPUR - 100 ML
83539,PACOM DPF NOVO BRASAO - PROMASP
83540,CENOURA
83541,CANTONEIRA DE 1/2 X 6M EM FERRO.
83542,PIMENTÃO VERMELHO
83543,"BALANCA ELETRONICA ANALITICA MODELO AX-200, COM FONTE (VI), COM PESO DE CALIBRACAO INTERNO E COM LEITURA MINIMA 0,1MG/0,"
83544,CEBOLINHA
83545,UM SOPRO DE VIDA(EDICAO COMEMORATIVA)
83546,ALAVANCA DOS COMANDOS
83547,CAMERA INTELBRAS IP VIP 1230 DOME
83548,"BMN 1000 E-CR - 1000 µl PONTEIRA GRADUADA UNIVERSAL, ESTERIL (RACK)"
83549,ELETRODO ENDOC 60CM 6 F PROMRI SOLIA S 60
83550,2023 - APOEMA MATEMATICA 8 ANO
83551,FILTRO COMBUSTIVEL
83552,MARTELO PERFURADOR 1300W 220V MRD 1315
83553,BLOCO DE REACAO PARA TERMOCICLADOR 96 AMOSTRAS
83554,PACOM DPF NOVO BRASAO - PROMASP
83555,CREME DE LEITE
83556,PARAFUSO AUTO ROSQUEANTE 2.0X4MM STRYKER
83557,LIV LIGAMUNDO HISTORIA 1 ANO - BNCC AL
83558,PL850160W Placa pré-amplif.de referência
83559,REPOLHO ROXO
83561,"TRENA ELETRONICA DIGITAL, ALCANCE 40m"
83562,KIT ALMOÇO
83564,CMOD - BACKTRACK LINUX - GIAVAROTO / SANTOS 1 Ed 2013
83565,"Caneta Esferografica Compactor Economic 1,0mm Preta"
83566,MODULO DE POTENCIA DC
83567,BETERRABA
83568,159182 TENSOR
83569,PERA
83570,COGUMELO EM CONSERVA
83571,EXTINTOR PO QUIMICO ABC
83572,Pen Drive 32GB 2.0 Go Tech PD32G Preto
83573,AMORTECEDOR TRASEIRO
83574,AIPIM/MANDIOCA
83575,5511-T-102 #TRIATHLON PS FEM TRL S/SN.1RT
83576,CHUCHU
83577,JUNTA VEDACAO DRENO OLEO MOTO
83579,CANETA QUADRO BC RECAR VERDE WHITEBOARD UND
83580,Porta
83581,MOLHO DE TOMATE
83582,"LIVRO PROTOCOLO C/ 100 FLS, TIPO CAPA DURA, FOLHAS PAUTADAS E NUMERADAS SEQUENCIALMENTE FRENTE. 4"
83583,"LIV_HUMANITAS.DOC_TERRITORIOS, TERRITORIALIDADES E FRONTEIRAS_PNLD AL"
83584,TOMATE
83585,JUNCAO PVC BRANCO TIPO TIPO 'Y' 45 100 X 50 MM
83586,SABONETE LIQUIDO PEROL. 800 ML
83587,PINO ROSQUEADO
83588,BB SONHO DE VALSA 1KG
83589,Cenoura
83590,BOMBA CENTRIFUGA
83591,RSINT30030X -STENT DE TROCA RAPIDA RESOLUTE INTEGRITY MicroTrac 3.00X30RX
83592,CAIXA DE FERRAMENTAS
83593,DOB C/ AMORTECEDOR CALCO FIXO SUPER CURVA - MM (6098)
83594,"ENVELOPE, MATERIAL PAPEL KRAFT , GRAMATURA 90G/M2, TIPO SACO COMUM, COMPR 340MM, COR OURO, LARGURA 240MM"
83595,PINO DE ORIENTACAO PEDICULAR CABECA ESFERICA
83596,PACOM DPF NOVO BRASAO - PROMASP
83598,ACEM BOVINA PI 190010543 - NF 5363751
83599,FILTRO POLEN
83600,LIV APIS HISTORIA 3 ANO - BNCC AL
83601,ABAÇADEIRA C/ CHAVETA TIPO 'D' 3/4PACOTE C/100 INCA COFEMA
83602,ABOBORA
83604,FORNO ITATURBO 1400 DIGITAL Super Luxo-
83605,Acelga
83606,MANCAL DO EIXO
83607,ARCADISMO MARILIA DE DIRCEU
83608,"Sulfadiazina, principio ativo: de prata, dosagem: 1%, indicacao: creme"
83609,COGUMELO IN - NATURA
83611,SEMENTE MAMAO SUNRISE SOLO BLUE
83612,MICRO PLACA L 4 FUROS ESQUERDA COM PONTE 10MM SISTEMA 1.5 HARD
83613,BANANA PRATA
83615,SACO ALVEJADO BRANCO
83616,MAGNESON I P.A | FR. 25G | LOTE: M32868RA
83617,PRATICAS DE LINGUAGENS_V(3;5)
83618,Bolsa Alterna Convex 15-43mm Transparente Coloplast 17471
83619,OLEO 85W140 DIFERENCIAL
83620,PNLD2021 MULT CIENC NAT - VOL2 - MOV E EQUILIB NA NAT - ME - M 0221P21203134IM
83621,COPO BECKER F BAIXA 100 ML
83622,"Caneta Esferografica Compactor Economic 1,0mm Vermelha"
83624,ALMOCO SALADA UFC PORANGABUSSU ALQ 0% 07.06
83625,TESTE PARA COMP. TALAR N 3
83626,ATLAS - ECONOMIA MICRO E MACRO - VASCONCELLOS 6 Ed 2015 NF 9521 16/01/23
83627,Cadeira Odontologica Prime 5 Cart Completa
83628,JUNTA EIXO DIREÇÃO 432120K030 VTR TOYOTA HILUX CHASSI: 8AJDY22G9E7004321 e VTR de OM Apoiadas
83629,BALDE PLASTICO 10L.PLASTICOS CVL
83630,PARAFUSO DE INTERFERENCIA EM PEEK-INTERFIX 10X25MM LOTE:0015L21     MS: 80777280133
83631,"Salgadinhos de festa, tipo folheado de cupúaçu"
83632,ABACATE
83633,PINCEL 1/2 POLEGADA VONDER VD700
83634,"Heartstopper: Dois garotos, um encontro (vol. 1) (Brochura com capa da serie)"
83635,"PLACA, PARA CULTURA, PLASTICO, CAPACIDADE 96 POCOS, FUNDO CHATO, COM TAMPA, ESTERIL, APIROGENICA, LIVRE DE DNASE E RNASE"
83636,PACOM DPF NOVO BRASAO - PROMASP
83637,"MANGUEIRA TRANCADA 3/4'X2,2MM TRANSP ROLO C/ 50M"
83638,ÓLEO DO MOTOR E7 TAMBOR 209 LITROS
83639,AGUA MINERAL JACUTINGA SEM GAS GALAO 20LT
83640,"PNLD 2022 - ERA UMA VEZ... 1, 2, 3 - VOL. 2 (LE 5)"
83641,TERM.ILH TUB.VM DPL.ISO.     CT-3706 1MM
83642,PRANCHETA MAGNETICA DE BASQUETEBOL
83643,PACOM DPF NOVO BRASAO - PROMASP
83644,"Tampao nasal, esponja absorv, c agente hemostatico, sem canula  4,5 x 1,5 x 2,0 cm Reg Anv 80709150002 Eurocell"
83645,"LIV_PRATICAS DE LINGUAGENS: CIENCIA, ARTE E TECNOLOGIA_PNLD AL"
83646,Apoio para Teclado com Apoio Ergonomico em GEL
83647,LIVRARIA DA FISICA EDITORA | ELETROTECNICA AO ALCANCE DE TODOS | ED: 12015
83648,ELETRODO DE CALCIO 9180
83649,FILTRO LUBRIFICANTE - TL3155i
83650,REPOLHO VERDE
83651,Gamification: Como Criar Experiencias De Aprendizagem Engajadoras
83652,ROLO DE ESPUMA PARA PINTURA CONDOR 976 5 CM SP
83653,LUVA VAQUETA P7 - ELAS T.9 - CA 9455
83654,Alicate Corte Diagonal 6' Super
83657,STENT COR CROMO PLAT C ELU DE EVEROLIMUS
83658,BASE DO ESPELHO RETROVISOR ESQ
83659,PNLD2021 PRISMA MAT. - VOL1 - CONJUNTOS E FUNCOES - AL
83660,LIVRO AJ L PORT 2 F1 LA PNLD 23 OB1
83661,MALVA
83663,CURETA FECHADA 3MM
83664,Rolo La Antigota C/ Cabo
83665,LIVRO SP CIE NAT TEC COMPO LP PNLD21 OB2
83666,FLANELA BRANCA 28X38CM UNIAO
83667,SOLUCAO ESTERILIZANTE PARA REPROCESSAMENTO 5%.
83668,PAPEL CARTAO NOME PAPEL PARA EMBRULHO
83670,YPF FT SUPER 50 -
83671,VALVULA LAV.S/LAD.S/UNHO V8 7/8' 812
83672,COUVE
83673,COUVE
83674,OLEO DIESEL B S10
83675,-CONECTADOS LINGUA PORTUGUESA
83676,BANANA PRATA
83677,"COMPRESSA DE GAZE 7,5 X 7,5 13F ESTERIL C/10"
83679,CABO FLEXIVEL 750V 10MM VERDE
83680,ELEMENTO FILTRA
83681,GRASPER CUPPED 3.4MM NO TEETH - Lote:0036L13 - Valid:31/12/2049 - Ref.: 45010125
83682,"ONU  1977 NITROGENIO, LIQUIDO REFRIGERADO 2.2 (  ) III NITROGENIO LIQ INDL PEQ RECIP LC"
83683,PEPINO
83685,DIESEL BS 500 ORIGINAL
83686,CIE NAT POLUICAO E 0194P21203136IM
83687,ANCORA OSTEORAPTOR 2.3
83688,"Peito de Peru, em peça inteira"
83689,CATETER INTRAVENOSO N.20
83690,"PACK DE BATERIA 3,6 V - 750 MA"
83691,GAS ONU 1075 GLP 2.1
83692,PLACA CERVICAL ANTERIOR 3 NIVEL 69MM RA: 80094170098 LT: 8307PS
83693,"2108328000 #LAMINAS COM DENTES AGGRESSIVE 25,0 / 1,24MM"
83694,HP E57540C MFP LASER COR 38PPM A4 FLOW
83695,maça
83696,SUCO PO DE MORANGO BRASUK
83697,CORTADORA DE PISO TOYAMA TCC450-XP GASOLINA MOTOR TE130BXP
83698,"CHAVE HEXAGONAL 3,5mm X 120,0mm"
83699,JOGO PASTILHA DE FREIO DIANTEIRO
83700,IVFS5057 - CURATIVO EM FILME DE POLIURETANO PARA FIXACAO DE CATETE 5X5.7CM- PHARMAPORE PU IV FS - 5057
83701,"IMPR. MULT LASER MONO BROTHER DCPL2540DW, IMP.2400X600 DPI,30PPM, 32MB MEM, CICLO 10.000 PÁGINAS"
